,Ref_task1_Time,User_task1_Time,Ref_task1_Force,User_task1_Force,Ref_task1_L_pitchAcc,User_task1_L_pitchAcc,Ref_task1_L_yawAcc,User_task1_L_yawAcc,Ref_task1_R_pitchAcc,User_task1_R_pitchAcc,Ref_task1_R_yawAcc,User_task1_R_yawAcc,Ref_task1_L_surgeAcc,User_task1_L_surgeAcc,Ref_task1_L_rollAcc,User_task1_L_rollAcc,Ref_task1_R_surgeAcc,User_task1_R_surgeAcc,Ref_task1_R_rollAcc,User_task1_R_rollAcc,Ref_task1_L_pitchVel,User_task1_L_pitchVel,Ref_task1_L_yawVel,User_task1_L_yawVel,Ref_task1_R_pitchVel,User_task1_R_pitchVel,Ref_task1_R_yawVel,User_task1_R_yawVel,Ref_task1_L_surgeVel,User_task1_L_surgeVel,Ref_task1_L_rollVel,User_task1_L_rollVel,Ref_task1_R_surgeVel,User_task1_R_surgeVel,Ref_task1_R_rollVel,User_task1_R_rollVel,Ref_task1_L_pitch,User_task1_L_pitch,Ref_task1_L_yaw,User_task1_L_yaw,Ref_task1_R_pitch,User_task1_R_pitch,Ref_task1_R_yaw,User_task1_R_yaw,Ref_task1_L_surge,User_task1_L_surge,Ref_task1_L_roll,User_task1_L_roll,Ref_task1_R_surge,User_task1_R_surge,Ref_task1_R_roll,User_task1_R_roll
206,[12.586],[12.563],[0.1],[0.11],[0.01],[0.01],[-0.01],[0.03],[-0.01],[-0.07],[0.01],[-0.],[0.],[-0.],[0.],[-0.],[-1.25],[-1.25],[-1.25],[-1.25],[2.51],[1.83],[-0.65],[-2.55],[-2.48],[-4.17],[0.35],[-0.42],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[-25.86],[-26.73],[-52.6],[-52.63],[14.23],[14.19],[-26.85],[-26.7],[-38742.],[70266.],[-707.],[-2519.],[6165438.],[2073442.],[6866771.],[2785843.]
207,[12.639],[12.616],[0.13],[0.12],[-0.01],[0.01],[0.04],[0.06],[-0.03],[-0.05],[-0.04],[-0.],[0.],[-0.],[0.],[-0.],[-1.25],[-1.25],[-1.25],[-1.25],[2.51],[2.16],[-0.65],[-0.06],[-2.48],[-3.31],[0.64],[-0.42],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[-25.86],[-26.57],[-52.28],[-52.43],[16.66],[15.9],[-26.56],[-26.7],[-39067.],[70362.],[-690.],[-2526.],[6165627.],[2073442.],[6866767.],[2785843.]
208,[12.688],[12.666],[0.13],[0.13],[0.01],[0.01],[0.03],[-0.03],[-0.02],[0.01],[-0.01],[-0.],[0.],[-0.],[0.],[-0.],[-1.25],[-1.25],[-1.25],[-1.25],[2.51],[2.55],[-2.01],[-2.22],[1.27],[0.26],[-0.36],[3.26],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[-25.86],[-26.36],[-50.64],[-52.04],[19.29],[17.64],[-26.21],[-26.39],[-39750.],[70389.],[-680.],[-2524.],[6198171.],[2073442.],[6899311.],[2785843.]
209,[12.738],[12.715],[0.13],[0.1],[-0.01],[-0.03],[0.01],[0.05],[0.],[0.01],[0.01],[0.01],[0.],[-0.],[0.],[-0.],[-1.25],[-1.25],[-1.25],[-1.25],[2.51],[2.54],[-2.01],[-1.07],[0.02],[2.37],[1.32],[3.26],[0.],[0.],[0.],[0.],[0.],[0.],[0.15],[0.],[-25.86],[-26.18],[-47.97],[-48.56],[22.14],[20.28],[-25.58],[-25.5],[-40499.],[70413.],[-644.],[-2535.],[6198288.],[2073442.],[6899310.],[2785843.]
210,[12.787],[12.768],[0.13],[0.11],[0.],[0.02],[-0.02],[-0.02],[0.],[0.01],[0.03],[0.01],[0.],[-0.],[0.],[-0.],[-1.25],[-1.25],[-1.25],[-1.25],[3.15],[3.14],[-2.01],[-1.13],[-0.85],[-1.45],[3.17],[3.26],[0.],[0.],[0.],[0.],[0.],[0.],[0.35],[0.],[-25.86],[-26.06],[-44.97],[-44.43],[24.45],[23.94],[-25.17],[-25.5],[-41122.],[70418.],[-602.],[-2551.],[6198288.],[2073442.],[6899310.],[2785843.]
211,[12.84],[12.817],[0.13],[0.14],[0.02],[0.02],[-0.05],[-0.04],[0.],[0.01],[-0.04],[-0.11],[0.],[-0.],[0.],[-0.],[-1.25],[-1.25],[-1.25],[-1.25],[3.15],[4.24],[0.86],[0.04],[-3.57],[-1.45],[3.13],[3.26],[0.],[0.],[0.],[0.],[0.],[0.],[0.29],[0.],[-25.86],[-25.92],[-41.47],[-41.19],[25.86],[27.68],[-24.73],[-24.5],[-41600.],[70424.],[-579.],[-2564.],[6198288.],[2073442.],[6899310.],[2785843.]
212,[12.89],[12.866],[0.13],[0.11],[-0.02],[-0.02],[-0.04],[-0.04],[-0.02],[0.01],[-0.04],[-0.06],[0.],[-0.],[0.],[-0.],[-1.25],[-1.25],[-1.25],[-1.25],[3.15],[3.46],[-0.12],[0.04],[-4.5],[-1.45],[3.64],[6.07],[0.],[0.],[0.],[0.],[0.04],[0.],[0.26],[0.],[-25.86],[-25.76],[-37.81],[-39.04],[26.53],[27.68],[-24.52],[-24.5],[-41927.],[70430.],[-562.],[-2570.],[6230832.],[2073442.],[6931854.],[2785843.]
213,[12.943],[12.919],[0.13],[0.13],[-0.02],[-0.02],[-0.04],[-0.04],[0.04],[0.01],[-0.04],[-0.06],[0.],[-0.],[0.],[-0.],[-1.25],[-1.25],[-1.25],[-1.25],[2.55],[2.44],[0.29],[0.04],[-2.34],[-1.45],[3.64],[3.1],[0.],[0.],[0.],[0.],[0.],[0.],[0.35],[0.],[-25.46],[-25.64],[-37.81],[-37.8],[26.88],[27.68],[-24.42],[-24.5],[-42107.],[70430.],[-556.],[-2581.],[6230832.],[2073442.],[6931854.],[2785843.]
214,[12.991],[12.968],[0.1],[0.1],[-0.],[-0.02],[0.],[-0.03],[-0.02],[-0.01],[-0.04],[-0.06],[0.],[-0.],[0.],[-0.],[-1.25],[-1.25],[-1.25],[-1.25],[2.55],[2.81],[0.17],[0.04],[-1.23],[-1.45],[1.47],[-1.06],[0.],[0.],[0.],[0.],[0.],[0.],[0.25],[0.],[-25.46],[-25.55],[-36.62],[-36.62],[27.17],[27.68],[-24.46],[-24.5],[-42152.],[70431.],[-560.],[-2589.],[6230831.],[2073442.],[6964398.],[2785843.]
215,[13.041],[13.018],[0.1],[0.12],[-0.],[-0.02],[-0.03],[-0.03],[-0.02],[-0.01],[-0.04],[-0.04],[0.],[-0.],[0.],[-0.],[-1.25],[-1.25],[-1.25],[-1.25],[2.55],[3.08],[1.02],[0.04],[1.32],[-1.45],[1.],[0.56],[0.],[0.],[0.],[0.],[0.02],[0.],[0.02],[0.],[-25.46],[-25.42],[-36.5],[-36.62],[27.66],[30.68],[-24.68],[-24.5],[-42156.],[70431.],[-559.],[-2594.],[6230831.],[2073442.],[6964398.],[2785843.]
216,[13.09],[13.071],[0.2],[0.15],[0.],[-0.06],[-0.03],[-0.03],[-0.06],[-0.01],[0.01],[-0.01],[0.],[-0.],[0.],[-0.],[-1.25],[-1.25],[-1.25],[-1.25],[2.55],[2.42],[0.22],[0.04],[0.6],[-1.45],[1.27],[0.56],[0.],[0.],[0.],[0.],[0.34],[0.],[0.08],[0.],[-25.29],[-25.28],[-36.36],[-36.62],[27.79],[32.85],[-24.91],[-24.5],[-42156.],[70431.],[-560.],[-2600.],[6230831.],[2073442.],[6964398.],[2785843.]
217,[13.143],[13.12],[0.28],[0.15],[-0.],[-0.19],[0.06],[0.05],[0.01],[0.02],[0.03],[-0.01],[0.],[-0.],[0.],[-0.],[-1.25],[-1.25],[-1.25],[-1.25],[2.55],[1.86],[0.91],[1.37],[-0.67],[-1.45],[2.54],[0.56],[0.],[0.],[0.],[0.],[0.66],[0.],[-0.08],[0.],[-25.11],[-25.14],[-35.78],[-36.62],[27.79],[33.67],[-25.07],[-24.5],[-42156.],[70431.],[-561.],[-2602.],[6230831.],[2073442.],[6964398.],[2785843.]
218,[13.192],[13.17],[0.35],[0.13],[0.],[-0.5],[-0.02],[-0.04],[0.01],[0.02],[0.1],[0.11],[0.],[-0.],[0.],[-0.],[-1.25],[-1.25],[-1.25],[-1.25],[2.55],[2.45],[0.63],[1.47],[-1.62],[-1.45],[0.55],[0.56],[0.],[0.],[0.],[0.],[0.82],[0.],[-0.02],[0.],[-25.01],[-25.04],[-35.08],[-34.47],[27.79],[33.48],[-24.95],[-24.5],[-42156.],[70438.],[-565.],[-2602.],[6230831.],[2073442.],[6964398.],[2785843.]
219,[13.246],[13.222],[0.43],[0.12],[-0.01],[-1.2],[0.01],[0.02],[0.04],[0.02],[0.1],[0.16],[0.],[-0.],[0.],[-0.],[-1.25],[-1.25],[-1.25],[-1.25],[2.55],[2.91],[1.78],[1.42],[-1.56],[-1.45],[1.11],[0.56],[0.],[0.],[0.],[0.],[0.27],[0.],[0.],[0.],[-24.97],[-24.96],[-33.98],[-34.47],[27.79],[32.56],[-24.88],[-23.57],[-42156.],[70441.],[-567.],[-2602.],[6263375.],[2073442.],[6996942.],[2785843.]
220,[13.295],[13.272],[0.38],[0.12],[-0.],[0.04],[-0.],[-0.],[0.],[0.02],[-0.02],[-0.03],[0.],[-0.],[0.],[-0.],[-1.25],[-1.25],[-1.25],[-1.25],[2.55],[2.75],[1.78],[2.08],[-1.48],[-1.45],[2.39],[0.56],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[-24.89],[-24.85],[-32.9],[-32.43],[27.79],[31.14],[-24.86],[-23.32],[-42156.],[70446.],[-561.],[-2601.],[6263375.],[2073442.],[6996942.],[2785843.]
221,[13.343],[13.321],[0.08],[0.09],[0.02],[1.03],[0.02],[0.02],[0.02],[0.02],[-0.03],[-0.03],[0.],[-0.],[0.],[-0.],[-1.25],[-1.25],[-1.25],[-1.25],[2.55],[1.97],[3.69],[3.03],[-1.31],[-1.45],[7.44],[7.58],[0.],[0.],[0.],[0.],[0.],[0.],[-0.02],[0.],[-24.62],[-24.73],[-31.8],[-32.43],[27.79],[30.12],[-24.83],[-23.26],[-42127.],[70458.],[-553.],[-2607.],[6263201.],[2073442.],[6996953.],[2785843.]
222,[13.397],[13.374],[0.08],[0.09],[0.02],[0.22],[0.02],[0.03],[0.01],[0.05],[0.02],[-0.03],[0.],[-0.],[0.],[-0.],[-1.25],[-1.25],[-1.25],[-1.25],[2.55],[1.65],[2.31],[1.76],[-2.1],[-1.45],[7.44],[12.53],[0.],[0.],[0.],[-1.18],[-0.06],[0.],[0.],[0.],[-24.62],[-24.64],[-30.73],[-30.82],[27.79],[29.79],[-24.85],[-23.62],[-42032.],[70460.],[-550.],[-2627.],[6295745.],[2073442.],[7029497.],[2785843.]
223,[13.446],[13.423],[0.02],[0.09],[-0.01],[-0.16],[-0.02],[0.],[-0.01],[0.05],[-0.01],[-0.03],[0.],[-0.],[0.],[-0.],[-1.25],[-1.25],[-1.25],[-1.25],[2.55],[2.11],[1.83],[1.76],[0.05],[-1.45],[7.44],[12.52],[0.],[0.],[2.46],[2.81],[-0.16],[0.],[0.],[0.],[-24.62],[-24.56],[-29.88],[-29.34],[27.79],[29.72],[-24.78],[-24.25],[-42021.],[70431.],[-546.],[-2650.],[6295600.],[2073442.],[7029499.],[2785843.]
224,[13.495],[13.477],[0.01],[0.09],[0.02],[0.02],[0.01],[-0.],[0.01],[0.05],[-0.04],[-0.14],[0.],[-0.],[0.],[-0.],[-1.25],[-1.25],[-1.25],[-1.25],[2.55],[2.31],[1.06],[1.55],[-0.95],[-1.45],[7.44],[13.26],[0.],[0.],[0.55],[2.81],[-0.35],[0.],[0.],[0.],[-24.62],[-24.43],[-29.18],[-28.85],[27.79],[29.99],[-24.63],[-24.42],[-42014.],[70029.],[-560.],[-2646.],[6295446.],[2073442.],[7029500.],[2785843.]
225,[13.549],[13.526],[0.15],[0.14],[0.02],[0.02],[-0.01],[-0.],[0.01],[0.05],[-0.04],[-0.06],[0.],[-0.],[0.],[-0.],[-1.25],[-1.25],[-1.25],[-1.25],[2.55],[1.88],[1.24],[1.55],[-2.12],[-1.45],[6.6],[7.49],[0.],[0.],[2.94],[13.33],[-0.24],[0.],[0.],[0.],[-24.16],[-24.34],[-28.48],[-28.63],[27.79],[30.29],[-24.47],[-24.44],[-42012.],[69063.],[-568.],[-2650.],[6295316.],[2073442.],[7029508.],[2785843.]
226,[13.598],[13.579],[0.11],[0.12],[0.02],[0.34],[0.02],[-0.],[0.03],[0.05],[-0.04],[-0.06],[0.],[-0.],[0.],[-0.],[-1.25],[-1.25],[-1.25],[-1.25],[2.55],[1.61],[1.07],[1.55],[-5.36],[-3.78],[4.89],[4.53],[0.],[0.],[2.94],[19.29],[-0.39],[0.],[0.],[0.],[-24.16],[-24.22],[-28.48],[-28.62],[27.79],[30.46],[-24.29],[-24.27],[-42014.],[67298.],[-580.],[-2656.],[6295250.],[2073442.],[7029510.],[2785843.]
227,[13.651],[13.628],[0.11],[0.11],[0.02],[0.28],[0.04],[-0.],[-0.],[0.11],[-0.01],[-0.01],[0.],[-0.],[0.],[-0.],[-1.25],[-1.25],[-1.25],[-1.25],[2.55],[2.43],[1.59],[1.55],[-4.83],[-3.23],[5.87],[4.53],[0.],[0.],[2.94],[9.54],[-1.1],[0.],[0.],[0.],[-24.16],[-24.11],[-27.81],[-28.16],[27.79],[30.65],[-24.21],[-24.27],[-42015.],[65768.],[-580.],[-2660.],[6295229.],[2073442.],[7029510.],[2785843.]
228,[13.701],[13.681],[0.15],[0.13],[0.02],[0.02],[-0.03],[-0.],[0.05],[0.07],[-0.02],[-0.01],[0.],[-0.],[0.],[-0.],[-1.25],[-1.25],[-1.25],[-1.25],[2.55],[1.82],[1.08],[1.55],[-4.51],[-3.77],[5.29],[4.53],[0.],[0.],[2.94],[8.84],[-1.88],[0.],[-0.02],[0.],[-23.88],[-23.98],[-27.67],[-27.62],[27.79],[30.91],[-24.16],[-24.27],[-42012.],[63382.],[-591.],[-2653.],[6295228.],[2073442.],[7062262.],[2785843.]
229,[13.753],[13.731],[0.18],[0.13],[0.02],[0.08],[-0.01],[-0.],[-0.11],[-0.05],[0.02],[0.05],[0.],[-0.],[0.],[-0.],[-1.25],[-1.25],[-1.25],[-1.25],[2.55],[2.51],[1.11],[1.55],[-2.31],[-2.8],[3.21],[4.53],[0.],[0.],[2.77],[3.79],[-3.6],[0.],[-0.06],[0.],[-23.88],[-23.81],[-27.55],[-27.62],[27.79],[31.32],[-24.1],[-23.97],[-42011.],[60247.],[-595.],[-2668.],[6295218.],[2073442.],[7062262.],[2785843.]
230,[13.802],[13.784],[0.15],[0.14],[0.],[-0.03],[-0.02],[-0.],[-0.04],[-0.05],[0.02],[0.05],[0.],[-0.],[0.],[-0.],[-1.25],[-1.25],[-1.25],[-1.25],[2.55],[2.03],[1.31],[1.55],[-2.29],[-2.8],[2.49],[1.35],[-3.9],[0.],[1.56],[0.52],[642.2],[0.],[-0.04],[0.],[-23.88],[-23.69],[-27.32],[-27.62],[27.79],[31.63],[-23.97],[-23.97],[-42011.],[55914.],[-595.],[-2668.],[6295195.],[2073442.],[7062265.],[2785843.]
231,[13.852],[13.837],[0.15],[0.14],[-0.01],[-0.08],[0.],[-0.],[-0.01],[-0.05],[0.02],[0.04],[0.],[-0.],[0.],[-0.],[-1.25],[-1.25],[-1.25],[-1.25],[2.55],[2.68],[0.13],[0.33],[-1.16],[-0.05],[1.3],[-0.65],[-36.71],[-16.38],[1.],[0.52],[-3.88],[0.],[0.06],[0.],[-23.42],[-23.57],[-27.02],[-27.62],[27.79],[31.53],[-23.94],[-23.97],[-42011.],[51319.],[-591.],[-2668.],[6327739.],[2073442.],[7094809.],[2785843.]
232,[13.905],[13.887],[0.16],[0.14],[-0.],[0.01],[-0.],[-0.],[0.06],[-0.05],[-0.01],[0.01],[0.],[-0.],[0.],[-0.],[-1.25],[-1.25],[-1.25],[-1.25],[4.],[3.45],[0.34],[0.33],[-0.57],[-0.05],[1.3],[-1.26],[-136.42],[-119.83],[2.21],[0.52],[0.],[0.],[0.],[0.],[-23.42],[-23.42],[-26.71],[-26.21],[27.79],[31.3],[-23.89],[-23.81],[-42013.],[47776.],[-583.],[-2667.],[6327688.],[2073442.],[7094809.],[2785843.]
233,[13.958],[13.94],[0.14],[0.14],[0.],[-0.42],[0.01],[-0.],[-0.01],[-0.05],[-0.03],[0.01],[0.],[-0.],[0.],[-0.],[-1.25],[-1.25],[-1.25],[-1.25],[2.67],[2.31],[0.27],[0.33],[-0.99],[-0.05],[2.27],[4.27],[-199.45],[-261.44],[-0.16],[0.52],[0.],[0.],[0.],[0.],[-23.14],[-23.27],[-26.44],[-26.21],[27.79],[30.65],[-23.89],[-23.87],[-42013.],[44864.],[-581.],[-2662.],[6327610.],[2073442.],[7094808.],[2785843.]
234,[14.008],[13.988],[0.16],[0.14],[0.],[0.43],[-0.01],[-0.],[-0.11],[-0.17],[-0.01],[0.01],[0.],[-0.],[0.],[-0.],[-1.25],[-1.25],[-1.25],[-1.25],[2.67],[2.37],[0.43],[0.33],[-0.28],[-0.05],[2.27],[12.25],[-199.45],[-384.81],[-1.29],[-2.25],[0.],[0.],[0.],[0.],[-23.14],[-23.15],[-26.29],[-26.21],[27.79],[30.08],[-23.77],[-23.84],[-42010.],[43280.],[-578.],[-2661.],[6327535.],[2073442.],[7094815.],[2785843.]
235,[14.057],[14.042],[0.16],[0.14],[-0.01],[0.33],[0.],[-0.],[-0.05],[-0.03],[0.01],[0.01],[0.],[-0.],[0.],[-0.],[-1.25],[-1.25],[-1.25],[-1.25],[2.67],[2.88],[1.05],[1.55],[0.22],[-0.05],[2.27],[10.75],[-199.45],[-223.6],[-1.29],[-0.76],[0.],[0.],[0.],[0.],[-23.14],[-23.06],[-26.25],[-26.21],[27.79],[30.08],[-23.39],[-23.46],[-42010.],[43022.],[-572.],[-2661.],[6327451.],[2073442.],[7094817.],[2785843.]
236,[14.106],[14.095],[0.12],[0.14],[-0.01],[-0.07],[0.],[-0.],[0.03],[0.04],[0.],[0.01],[0.],[-0.],[0.],[-0.],[-1.25],[-1.25],[-1.25],[-1.25],[2.67],[3.1],[1.11],[0.99],[1.86],[-0.05],[1.53],[3.56],[-199.45],[-324.75],[-1.29],[-1.33],[0.],[0.],[-0.06],[0.],[-22.93],[-23.],[-26.2],[-26.21],[27.79],[29.65],[-23.05],[-22.83],[-42010.],[43018.],[-572.],[-2656.],[6327377.],[2073442.],[7094820.],[2785843.]
237,[14.159],[14.148],[0.15],[0.14],[-0.],[-0.15],[-0.02],[-0.],[0.09],[0.05],[0.04],[-0.09],[0.],[-0.],[0.],[-0.],[-1.25],[-1.25],[-1.25],[-1.25],[2.67],[2.32],[0.79],[0.99],[1.7],[-0.05],[0.08],[0.22],[-199.45],[-188.09],[-1.29],[-1.4],[0.],[0.],[0.],[0.],[-22.93],[-22.96],[-26.23],[-25.6],[27.79],[29.43],[-22.8],[-22.83],[-42010.],[43018.],[-572.],[-2656.],[6327376.],[2073442.],[7110980.],[2785843.]
238,[14.208],[14.198],[0.15],[0.14],[0.01],[0.04],[0.],[-0.],[0.06],[0.05],[-0.09],[-0.09],[0.],[-0.],[0.],[-0.],[-1.25],[-1.25],[-1.25],[-1.25],[1.62],[1.83],[0.46],[0.99],[4.28],[5.2],[-0.57],[-2.5],[-77.13],[-39.87],[-1.29],[-1.54],[0.],[0.],[0.],[0.],[-22.93],[-22.9],[-26.34],[-25.79],[27.79],[29.26],[-22.51],[-22.83],[-42010.],[43019.],[-572.],[-2666.],[0.],[2073442.],[0.],[2785843.]
239,[14.261],[14.251],[0.12],[0.14],[-0.],[-0.02],[-0.],[-0.],[0.06],[0.05],[-0.],[-0.06],[0.],[-0.],[0.],[-0.],[-1.25],[-1.25],[-1.25],[-1.25],[1.22],[1.25],[0.85],[0.99],[4.28],[8.54],[-0.57],[-3.25],[-122.13],[-39.87],[-1.29],[-1.02],[0.],[0.],[0.],[0.],[-22.93],[-22.9],[-26.29],[-25.89],[27.79],[29.28],[-22.25],[-22.18],[-42010.],[43018.],[-572.],[-2681.],[-126.],[2073442.],[4.],[2785843.]
240,[14.311],[14.3],[0.12],[0.14],[-0.01],[-0.02],[0.],[-0.],[-0.],[-0.01],[-0.],[-0.13],[0.],[-0.],[0.],[-0.],[-1.25],[-1.25],[-1.25],[-1.25],[0.34],[0.8],[1.18],[0.99],[4.28],[6.14],[0.16],[-0.96],[-94.54],[-39.87],[-1.29],[-0.82],[0.],[0.],[0.],[0.],[-22.93],[-22.86],[-26.3],[-25.84],[27.79],[29.4],[-22.09],[-22.18],[-42010.],[43018.],[-572.],[-2669.],[-126.],[2073442.],[4.],[2785843.]
241,[14.364],[14.353],[0.13],[0.14],[0.01],[0.01],[0.01],[-0.],[-0.],[0.02],[0.08],[0.08],[0.],[-0.],[0.],[-0.],[-1.25],[-1.25],[-1.25],[-1.25],[0.64],[0.8],[1.55],[0.99],[-1.31],[-2.2],[0.34],[1.69],[-35.58],[-39.87],[-1.29],[-0.42],[0.],[0.],[0.],[0.],[-22.75],[-22.82],[-26.29],[-25.85],[27.79],[29.32],[-21.96],[-22.18],[-42010.],[43018.],[-572.],[-2672.],[32418.],[2073442.],[32548.],[2785843.]
242,[14.414],[14.402],[0.12],[0.14],[-0.01],[0.01],[0.],[-0.],[-0.02],[0.01],[0.08],[0.14],[0.],[-0.],[0.],[-0.],[-1.25],[-1.25],[-1.25],[-1.25],[0.89],[0.8],[0.85],[0.99],[-3.21],[-2.2],[2.4],[3.79],[-3.73],[39.77],[0.51],[-0.14],[0.],[0.],[0.02],[0.],[-22.75],[-22.8],[-26.28],[-25.74],[27.79],[29.13],[-21.9],[-22.18],[-42010.],[43018.],[-572.],[-2676.],[64962.],[2073442.],[65092.],[2785843.]
243,[14.462],[14.451],[0.16],[0.14],[-0.],[0.01],[-0.01],[-0.],[-0.03],[-0.06],[-0.01],[-0.02],[0.],[-0.],[0.],[-0.],[-1.25],[-1.25],[-1.25],[-1.25],[0.95],[1.07],[1.09],[0.99],[-3.73],[-2.2],[2.4],[4.07],[-0.55],[30.73],[0.51],[0.29],[0.],[0.],[0.02],[0.],[-22.75],[-22.73],[-26.23],[-25.69],[27.79],[28.96],[-21.78],[-22.18],[-42009.],[43018.],[-572.],[-2700.],[97506.],[2073442.],[97636.],[2785843.]
244,[14.515],[14.505],[0.14],[0.14],[0.],[0.01],[-0.01],[-0.],[-0.05],[-0.06],[-0.01],[0.03],[0.],[-0.],[0.],[-0.],[-1.25],[-1.25],[-1.25],[-1.25],[2.06],[1.07],[1.9],[1.73],[-0.86],[-2.2],[-2.15],[-0.32],[0.52],[22.4],[0.51],[0.1],[0.],[0.],[0.04],[0.],[-22.62],[-22.57],[-26.22],[-25.74],[27.79],[28.78],[-21.7],[-22.18],[-41636.],[43018.],[-581.],[-2716.],[97506.],[2073442.],[97636.],[2785843.]
245,[14.564],[14.554],[0.11],[0.14],[-0.],[0.01],[0.01],[0.01],[-0.01],[-0.01],[-0.01],[-0.02],[0.],[-0.],[0.],[-0.],[-1.25],[-1.25],[-1.25],[-1.25],[1.48],[1.07],[1.73],[1.73],[-1.58],[-2.2],[-2.2],[-3.26],[1.69],[23.57],[-0.92],[-1.46],[0.],[0.],[0.1],[0.],[-22.47],[-22.5],[-26.17],[-25.74],[27.79],[28.64],[-21.7],[-22.18],[-41409.],[43018.],[-585.],[-2723.],[97506.],[2073442.],[97636.],[2785843.]
246,[14.614],[14.607],[0.14],[0.14],[0.],[0.01],[0.01],[0.01],[0.01],[-0.],[-0.04],[-0.04],[0.],[-0.],[0.],[-0.],[-1.25],[-1.25],[-1.25],[-1.25],[0.76],[0.12],[2.08],[1.73],[-6.99],[-3.74],[-2.24],[-9.97],[1.69],[28.02],[-1.31],[-1.46],[0.],[0.],[0.18],[0.],[-22.47],[-22.44],[-26.14],[-25.88],[27.79],[28.63],[-21.73],[-22.18],[-41241.],[43018.],[-591.],[-2722.],[97506.],[2073442.],[97636.],[2785843.]
247,[14.667],[14.66],[0.18],[0.14],[0.02],[0.1],[0.01],[0.01],[0.01],[0.],[-0.04],[-0.04],[0.],[-0.],[0.],[-0.],[-1.25],[-1.25],[-1.25],[-1.25],[0.72],[0.77],[1.33],[1.6],[-9.81],[-3.74],[-2.24],[-5.79],[1.69],[14.86],[-1.45],[-3.2],[0.],[0.],[642.2],[0.],[-22.34],[-22.33],[-26.05],[-25.88],[27.79],[28.89],[-21.72],[-22.18],[-41110.],[43018.],[-596.],[-2724.],[97506.],[2073442.],[97636.],[2785843.]
248,[14.717],[14.709],[0.14],[0.14],[0.02],[0.1],[-0.01],[0.01],[0.12],[0.05],[-0.01],[-0.02],[0.],[-0.],[0.],[-0.],[-1.25],[-1.25],[-1.25],[-1.25],[1.19],[0.77],[1.75],[1.6],[-8.26],[-3.74],[2.15],[1.23],[1.69],[15.69],[-1.1],[-1.92],[0.],[0.],[0.04],[0.],[-22.34],[-22.33],[-26.05],[-25.99],[27.79],[29.33],[-21.7],[-22.18],[-41090.],[43018.],[-596.],[-2726.],[130050.],[2073442.],[130180.],[2785843.]
249,[14.769],[14.762],[0.14],[0.14],[-0.],[0.03],[0.],[0.01],[-0.08],[-0.02],[-0.01],[-0.1],[-0.06],[-0.],[0.],[-0.],[-1.25],[-1.25],[-1.25],[-1.25],[0.76],[0.64],[0.76],[1.5],[-3.87],[-3.74],[1.63],[-0.01],[1.69],[13.54],[-0.92],[-0.61],[0.],[0.],[0.],[0.],[-22.34],[-22.31],[-26.05],[-26.05],[27.79],[29.64],[-21.58],[-22.18],[-41089.],[43018.],[-594.],[-2729.],[162594.],[2073442.],[162724.],[2785843.]
250,[14.819],[14.812],[0.12],[0.14],[-0.04],[-0.05],[0.02],[0.02],[-0.04],[-0.02],[0.03],[0.02],[-0.19],[-0.2],[-0.],[-0.],[-1.25],[-1.25],[-1.25],[-1.25],[0.76],[0.4],[2.3],[2.1],[-0.72],[-1.57],[1.63],[1.55],[1.69],[10.59],[-0.49],[-0.61],[0.],[0.],[0.],[0.],[-22.34],[-22.26],[-26.05],[-26.1],[27.79],[29.53],[-21.69],[-22.18],[-41088.],[43018.],[-594.],[-2731.],[162594.],[2073442.],[162724.],[2785843.]
251,[14.871],[14.865],[0.13],[0.14],[-0.04],[-0.02],[-0.],[0.02],[-0.05],[-0.02],[0.04],[0.08],[-0.19],[-0.27],[0.],[-0.],[-1.25],[-1.25],[-1.25],[-1.25],[1.34],[1.39],[0.5],[0.34],[-0.72],[0.84],[-0.19],[0.58],[1.69],[4.53],[0.08],[0.06],[0.],[0.],[0.],[0.],[-22.34],[-22.28],[-26.05],[-26.1],[27.79],[29.34],[-21.8],[-22.18],[-41081.],[43018.],[-593.],[-2731.],[162655.],[2073442.],[162727.],[2785843.]
252,[14.921],[14.918],[0.13],[0.14],[-0.04],[-0.02],[0.01],[0.02],[0.],[-0.01],[0.04],[0.03],[-0.12],[-0.24],[-0.],[-0.],[-1.25],[-1.25],[-1.25],[-1.25],[1.34],[3.18],[-0.15],[0.34],[-0.72],[0.32],[-2.23],[-1.35],[1.69],[2.94],[0.27],[0.25],[0.],[0.],[0.],[0.],[-22.34],[-22.3],[-26.05],[-26.03],[27.79],[29.26],[-21.92],[-22.18],[-41049.],[43018.],[-593.],[-2731.],[162701.],[2073442.],[162728.],[2785843.]
